OG0002185: 2L52.1a HCON_00053970-00001
OG0004744: F26A3.6 HCON_00029480-00001
OG0004745: F26A3.7 HCON_00166790-00001
OG0004747: F26B1.2a HCON_00000920-00001
OG0004748: F26B1.3 HCON_00093620-00001
OG0004749: F26B1.7 HCON_00003460-00001
OG0004750: F26C11.2 HCON_00035310-00001
OG0004751: F26D10.11 HCON_00123540-00001
OG0004752: F26D10.9a HCON_00100320-00001
OG0004753: F26D11.1 HCON_00161230-00001
OG0004754: F26D11.10b HCON_00151970-00001
OG0004755: F26D12.1a HCON_00096990-00001
OG0004756: F26E4.1 HCON_00005110-00001
OG0004757: F26E4.10a HCON_00158210-00001
OG0004758: F26E4.11 HCON_00033410-00001
OG0004759: F26E4.2 HCON_00005120-00001
OG0004760: F26E4.3 HCON_00032670-00001
OG0004761: F26E4.4 HCON_00101200-00001
OG0004762: F26E4.6 HCON_00032660-00001
OG0004763: F26E4.7a HCON_00032650-00001
OG0004764: F26E4.9 HCON_00016500-00001
OG0004765: F26F12.4 HCON_00156770-00001
OG0004766: F26F12.5 HCON_00132920-00001
OG0004767: F26F12.8 HCON_00156780-00001
OG0004769: F26F2.7b HCON_00086490-00001
OG0004770: F26F2.8 HCON_00149600-00001
OG0004771: F26F4.10a HCON_00082530-00001
OG0004772: F26F4.11 HCON_00082540-00001
OG0004773: F26F4.3 HCON_00083630-00001
OG0004774: F26F4.4 HCON_00194120-00001
OG0004775: F26F4.5 HCON_00032750-00001
OG0004776: F26F4.6 HCON_00065230-00001
OG0004777: F26F4.7 HCON_00072540-00001
OG0004778: F26G1.1 HCON_00028320-00001
OG0004779: F26G1.2a HCON_00036710-00002
OG0004780: F26G1.4 HCON_00036720-00001
OG0004781: F26G5.9 HCON_00146060-00001
OG0004782: F26H11.2a HCON_00045510-00001
OG0004783: F26H11.5 HCON_00045500-00001
OG0004784: F26H9.1a HCON_00038090-00001
OG0004785: F26H9.2 HCON_00013625-00001
OG0004786: F26H9.4 HCON_00013628-00001
OG0004787: F26H9.5 HCON_00019480-00001
OG0004788: F26H9.6 HCON_00013630-00001
OG0004789: F27B10.1b HCON_00160720-00001
OG0004790: F27B3.2a HCON_00086840-00001
OG0004792: F27C1.13 HCON_00003450-00001
OG0004793: F27C1.2b HCON_00001310-00002
OG0004794: F27C1.6 HCON_00030100-00001
OG0004795: F27C1.7b HCON_00030120-00001
OG0004796: F27C1.8 HCON_00023660-00001
OG0004797: F27C8.4a HCON_00184840-00001
OG0004798: F27D4.1 HCON_00030525-00001
OG0004799: F27D4.2a HCON_00030520-00001
OG0004800: F27D4.4a HCON_00030500-00001
OG0004801: F27D4.5 HCON_00030490-00001
OG0004802: F27D4.7 HCON_00030510-00001
OG0004803: F27D9.5 HCON_00041330-00001
OG0004804: F27D9.6 HCON_00181460-00001
OG0004805: F27D9.8 HCON_00139290-00001
OG0004806: F27E11.3 HCON_00158190-00001
OG0004807: F27E5.1 HCON_00075980-00001
OG0004808: F27E5.2 HCON_00048750-00001
OG0004809: F27E5.4 HCON_00043150-00001
OG0004813: F28A12.2 HCON_00085150-00001
OG0004814: F28B12.2i HCON_00057690-00001
OG0004815: F28B3.10 HCON_00126705-00001
OG0004816: F28B3.4b HCON_00028310-00001
OG0004817: F28B3.7a HCON_00126710-00001
OG0004818: F28B3.8 HCON_00027370-00001
OG0004819: F28B3.9 HCON_00026270-00001
OG0004820: F28B4.2b HCON_00165250-00001
OG0004821: F28B4.4 HCON_00167730-00001
OG0004822: F28C1.1 HCON_00132180-00001
OG0004823: F28C1.2b HCON_00132170-00001
OG0004824: F28C1.3a HCON_00132150-00001
OG0004827: F28C6.3 HCON_00059460-00001
OG0004828: F28C6.4a HCON_00059440-00001
OG0004829: F28C6.5 HCON_00059450-00001
OG0004830: F28C6.6 HCON_00059490-00001
OG0004831: F28C6.7a HCON_00059470-00001
OG0004832: F28C6.8b HCON_00063770-00001
OG0004833: F28C6.9a HCON_00036185-00001
OG0004834: F28D1.1 HCON_00119370-00001
OG0004835: F28D1.10 HCON_00119330-00001
OG0004836: F28D1.11 HCON_00102070-00001
OG0004837: F28D1.7a HCON_00102060-00001
OG0004838: F28D1.8 HCON_00191810-00001
OG0004839: F28D9.1 HCON_00013860-00001
OG0004840: F28E10.1j HCON_00113070-00001
OG0004841: F28E10.2b HCON_00113050-00001
OG0004842: F28F5.3c HCON_00075270-00001
OG0004843: F28F8.3 HCON_00154410-00001
OG0004844: F28F8.5b HCON_00132190-00001
OG0004845: F28F9.1 HCON_00122960-00001
OG0004846: F28F9.2 HCON_00122950-00001
OG0004847: F28F9.4 HCON_00121320-00001
OG0004848: F28H1.2 HCON_00029750-00001
OG0004849: F28H1.3 HCON_00029800-00001
OG0004852: F28H7.10a HCON_00134720-00001
OG0004853: F28H7.8 HCON_00158420-00001
OG0004854: F29A7.4 HCON_00131520-00001
OG0004855: F29A7.6 HCON_00046740-00002
OG0004856: F29B9.1 HCON_00021430-00001
OG0004857: F29B9.10 HCON_00156700-00001
OG0004858: F29B9.11 HCON_00085390-00001
OG0004859: F29B9.12 HCON_00161890-00001
OG0004860: F29B9.4c HCON_00125890-00001
OG0004861: F29B9.6 HCON_00125880-00001
OG0004862: F29B9.7 HCON_00124150-00001
OG0004863: F29B9.8 HCON_00107890-00001
OG0004864: F29B9.9a HCON_00124076-00001
OG0004865: F29C12.1a HCON_00051735-00001
OG0004866: F29C12.3b HCON_00051730-00001
OG0004867: F29C4.1a HCON_00102490-00001
OG0004868: F29C4.6 HCON_00107810-00001
OG0004869: F29C4.7a HCON_00107820-00001
OG0004870: F29C4.8j HCON_00102475-00001
OG0004871: F29D10.4 HCON_00002290-00001
OG0004872: F29D11.1 HCON_00024980-00001
OG0004873: F29D11.2 HCON_00148890-00001
OG0004874: F29F11.3 HCON_00164150-00001
OG0004875: F29F11.4 HCON_00159160-00001
OG0004876: F29F11.5d HCON_00159140-00001
OG0004877: F29F11.6 HCON_00159120-00001
OG0004878: F29G6.1 HCON_00190180-00001
OG0004879: F29G6.2 HCON_00190150-00002
OG0004880: F29G9.2a HCON_00152710-00001
OG0004881: F29G9.3 HCON_00152730-00001
OG0004882: F29G9.4b HCON_00135890-00004
OG0004883: F29G9.5 HCON_00153360-00001
OG0004884: F29G9.6b HCON_00163110-00001
OG0004885: F30A10.1 HCON_00023380-00001
OG0004886: F30A10.10 HCON_00020750-00001
OG0004887: F30A10.2 HCON_00031020-00001
OG0004888: F30A10.5b HCON_00023370-00001
OG0004889: F30A10.6 HCON_00030990-00001
OG0004890: F30A10.8 HCON_00023340-00001
OG0004891: F30A10.9 HCON_00023350-00001
OG0004892: F30B5.1 HCON_00112955-00001
OG0004893: F30B5.4b HCON_00097390-00001
OG0004894: F30F8.10a HCON_00027810-00001
OG0004895: F30F8.3 HCON_00027825-00001
OG0004896: F30F8.5b HCON_00027800-00002
OG0004897: F30F8.9b HCON_00027820-00001
OG0004898: F30H5.1 HCON_00189580-00001
OG0004899: F30H5.3 HCON_00034760-00001
OG0004902: F31C3.3 HCON_00017950-00001
OG0004903: F31C3.4 HCON_00017960-00001
OG0004904: F31C3.5 HCON_00021730-00001
OG0004905: F31C3.6a HCON_00113100-00001
OG0004906: F31D4.1 HCON_00102600-00001
OG0004907: F31D4.2 HCON_00132680-00001
OG0004908: F31D4.3 HCON_00135300-00001
OG0004909: F31D4.4 HCON_00135160-00001
OG0004910: F31D4.5a HCON_00131610-00001
OG0004911: F31D4.6 HCON_00134320-00001
OG0004912: F31D4.7 HCON_00140470-00001
OG0004913: F31D4.9 HCON_00135150-00001
OG0004914: F31D5.3b HCON_00057170-00001
OG0004915: F31E3.1 HCON_00066090-00001
OG0004916: F31E3.2a HCON_00067900-00001
OG0004917: F31E3.3 HCON_00071180-00001
OG0004918: F31E3.4 HCON_00071950-00001
OG0004919: F31E8.2b HCON_00046010-00001
OG0004920: F31E8.3a HCON_00058820-00001
OG0004921: F31E8.4 HCON_00053410-00001
OG0004923: F31F7.2a HCON_00138020-00001
OG0004924: F32A11.2 HCON_00046870-00001
OG0004926: F32A5.1a HCON_00190890-00001
OG0004927: F32A5.2a HCON_00051850-00001
OG0004928: F32A5.3 HCON_00035245-00001
OG0004929: F32A5.4a HCON_00035280-00001
OG0004930: F32A5.6 HCON_00051860-00001
OG0004931: F32A5.7 HCON_00051870-00001
OG0004932: F32A6.2 HCON_00076140-00001
OG0004933: F32A6.3c HCON_00095680-00001
OG0004934: F32A6.4a HCON_00168950-00001
OG0004935: F32A7.3c HCON_00025560-00001
OG0004936: F32A7.4 HCON_00009030-00001
OG0004937: F32A7.6 HCON_00025515-00001
OG0004938: F32B4.1 HCON_00027920-00001
OG0004939: F32B4.5a HCON_00015455-00001
OG0004940: F32B4.8 HCON_00001240-00001
OG0004941: F32B5.2 HCON_00002540-00001
OG0004942: F32B5.6a HCON_00029770-00001
OG0004943: F32B5.7a HCON_00012240-00001
OG0004944: F32B5.8a HCON_00029730-00001
OG0004945: F32B6.1 HCON_00102620-00001
OG0004946: F32B6.2 HCON_00102365-00002
OG0004947: F32B6.3 HCON_00110310-00001
OG0004949: F32B6.9 HCON_00114540-00001
OG0004950: F32D1.10 HCON_00163440-00001
OG0004951: F32D1.11 HCON_00156860-00001
OG0004952: F32D1.1a HCON_00138560-00001
OG0004953: F32D1.3a HCON_00062320-00001
OG0004955: F32D1.5a HCON_00151700-00001
OG0004956: F32D1.9b HCON_00085970-00001
OG0004957: F32D8.1 HCON_00158540-00001
OG0004958: F32D8.10 HCON_00146500-00001
OG0004960: F32D8.12a HCON_00138377-00001
OG0004961: F32D8.13b HCON_00158300-00001
OG0004962: F32D8.14a HCON_00138370-00001
OG0004963: F32D8.15 HCON_00146490-00001
OG0004965: F32D8.4 HCON_00138375-00001
OG0004966: F32D8.5b HCON_00146070-00001
OG0004967: F32D8.6 HCON_00158290-00001
OG0004968: F32D8.7b HCON_00158280-00001
OG0004969: F32D8.9 HCON_00150600-00001
OG0004970: F32E10.1 HCON_00128630-00001
OG0004971: F32E10.3b HCON_00118430-00001
OG0004972: F32E10.4 HCON_00165080-00001
OG0004973: F32E10.8 HCON_00117920-00001
OG0004974: F32F2.1b HCON_00135920-00001
OG0004975: F32G8.4 HCON_00146860-00001
OG0004976: F32G8.6 HCON_00159990-00001
OG0004977: F32H2.1a HCON_00066850-00001
OG0004978: F32H2.2b HCON_00057820-00001
OG0004979: F32H2.3 HCON_00023570-00001
OG0004980: F32H2.4 HCON_00018020-00001
OG0004981: F32H2.7 HCON_00030390-00001
OG0004982: F32H2.9 HCON_00004900-00001
OG0004983: F32H5.4 HCON_00124040-00001
OG0004984: F32H5.7a HCON_00103740-00002
OG0004985: F33A8.1 HCON_00053890-00001
OG0004986: F33A8.10 HCON_00041790-00001
OG0004987: F33A8.3 HCON_00193510-00001
OG0004988: F33A8.4 HCON_00051350-00001
OG0004989: F33A8.5 HCON_00051360-00001
OG0004990: F33A8.6 HCON_00051370-00001
OG0004991: F33C8.1 HCON_00187750-00001
OG0004992: F33C8.3 HCON_00187740-00001
OG0004993: F33C8.4 HCON_00187730-00001
OG0004994: F33D11.12 HCON_00000810-00001
OG0004995: F33D11.4a HCON_00006860-00001
OG0004996: F33D11.5 HCON_00008800-00001
OG0004997: F33D11.9b HCON_00000820-00001
OG0004998: F33D4.1a HCON_00112510-00001
OG0004999: F33D4.2a HCON_00103230-00001
OG0005000: F33D4.3 HCON_00095850-00001
OG0005001: F33D4.4 HCON_00095890-00001
OG0005002: F33D4.5 HCON_00095900-00001
OG0005003: F33D4.6c HCON_00112520-00001
OG0005004: F33D4.7 HCON_00152070-00001
OG0005005: F33D4.8 HCON_00112505-00001
OG0005006: F33E11.3 HCON_00155800-00001
OG0005007: F33E11.6b HCON_00155780-00001
OG0005008: F33E2.2a HCON_00004580-00001
OG0005009: F33G12.2 HCON_00040290-00001
OG0005010: F33G12.3 HCON_00040280-00001
OG0005011: F33G12.5 HCON_00040250-00002
OG0005012: F33G12.6a HCON_00040580-00001
OG0005013: F33H1.1b HCON_00050130-00001
OG0005014: F33H1.3 HCON_00050120-00001
OG0005015: F33H1.4 HCON_00081400-00001
OG0005016: F33H2.2 HCON_00007850-00001
OG0005017: F33H2.5 HCON_00003740-00001
OG0005018: F33H2.6 HCON_00017880-00001
OG0005019: F33H2.8a HCON_00011470-00001
OG0005020: F34D10.2 HCON_00074700-00001
OG0005021: F34D10.3 HCON_00074710-00001
OG0005022: F34D10.5 HCON_00074670-00001
OG0005023: F34D10.6a HCON_00067600-00001
OG0005024: F34D10.9 HCON_00076090-00001
OG0005025: F34D6.3 HCON_00038990-00001
OG0005026: F34D6.4 HCON_00049640-00001
OG0005028: F35B12.10c HCON_00154880-00001
OG0005029: F35B12.2 HCON_00152280-00001
OG0005030: F35B12.4 HCON_00152360-00001
OG0005031: F35B12.5a HCON_00133100-00001
OG0005032: F35B12.6 HCON_00152350-00001
OG0005033: F35B12.8 HCON_00158270-00001
OG0005034: F35B3.5c HCON_00164560-00001
OG0005035: F35B3.7 HCON_00168480-00002
OG0005037: F35C11.4 HCON_00062410-00001
OG0005038: F35C11.6 HCON_00062430-00001
OG0005039: F35C12.2a HCON_00021020-00001
OG0005040: F35C12.3a HCON_00016960-00001
OG0005041: F35C5.12 HCON_00038205-00001
OG0005043: F35C8.7c HCON_00165020-00001
OG0005044: F35D11.11b HCON_00055670-00001
OG0005045: F35D11.2b HCON_00050890-00001
OG0005046: F35D11.3 HCON_00045980-00001
OG0005047: F35D11.4 HCON_00050480-00001
OG0005048: F35D11.5 HCON_00061220-00001
OG0005049: F35D2.3 HCON_00059640-00001
OG0005050: F35D2.5a HCON_00056630-00001
OG0005051: F35D2.6 HCON_00045001-00001
OG0005052: F35D6.1a HCON_00103980-00001
OG0005053: F35F11.1 HCON_00007810-00001
OG0005054: F35G12.12 HCON_00078150-00001
OG0005055: F35G12.1a HCON_00114810-00001
OG0005056: F35G12.2 HCON_00143640-00001
OG0005057: F35G12.3a HCON_00114830-00001
OG0005058: F35G12.4c HCON_00078140-00001
OG0005059: F35G12.6 HCON_00192040-00001
OG0005060: F35G12.7 HCON_00168240-00001
OG0005061: F35G12.9 HCON_00130800-00002
OG0005062: F35G2.1a HCON_00117760-00001
OG0005063: F35G2.2 HCON_00117750-00001
OG0005064: F35G2.4 HCON_00116420-00001
OG0005065: F35H10.10 HCON_00121620-00001
OG0005066: F35H10.3 HCON_00107250-00001
OG0005067: F35H10.4 HCON_00113780-00001
OG0005068: F35H10.5 HCON_00105575-00001
OG0005069: F35H10.7a HCON_00105560-00001
OG0005070: F35H12.1 HCON_00167640-00001
OG0005071: F35H12.6 HCON_00167960-00001
OG0005072: F35H8.2 HCON_00057960-00001
OG0005073: F35H8.3 HCON_00058340-00001
OG0005074: F35H8.5 HCON_00046280-00001
OG0005075: F35H8.6 HCON_00043550-00001
OG0005077: F36A2.1d HCON_00015860-00001
OG0005078: F36A2.2 HCON_00015850-00001
OG0005079: F36A2.3 HCON_00001480-00001
OG0005080: F36A2.4 HCON_00038520-00001
OG0005081: F36A2.6 HCON_00025180-00001
OG0005082: F36A2.7 HCON_00025170-00001
OG0005083: F36A2.9b HCON_00025190-00001
OG0005084: F36A4.14 HCON_00117860-00001
OG0005085: F36A4.7 HCON_00011230-00001
OG0005086: F36D1.1 HCON_00004130-00001
OG0005089: F36D4.2 HCON_00071460-00001
OG0005090: F36D4.3b HCON_00146680-00001
OG0005091: F36D4.4d HCON_00146930-00001
OG0005092: F36D4.5a HCON_00146980-00001
OG0005093: F36F2.1a HCON_00002120-00001
OG0005094: F36F2.3a HCON_00002160-00002
OG0005095: F36F2.4 HCON_00002168-00001
OG0005096: F36F2.5 HCON_00020110-00001
OG0005097: F36F2.6 HCON_00002165-00001
OG0005099: F36H1.12 HCON_00102270-00001
OG0005100: F36H1.1a HCON_00107550-00001
OG0005101: F36H1.2e HCON_00107560-00001
OG0005102: F36H1.4f HCON_00100080-00001
OG0005103: F36H1.6 HCON_00101310-00001
OG0005105: F36H9.3 HCON_00119730-00001
OG0005106: F36H9.7 HCON_00154990-00001
OG0005107: F37A4.1 HCON_00069690-00001
OG0005108: F37A4.2 HCON_00069700-00001
OG0005109: F37A4.5 HCON_00138140-00001
OG0005110: F37A4.6 HCON_00080185-00001
OG0005111: F37A4.8 HCON_00080180-00001
OG0005112: F37A4.9 HCON_00094850-00001
OG0005113: F37A8.5 HCON_00068900-00001
OG0005114: F37B12.1 HCON_00060570-00001
OG0005115: F37B12.2 HCON_00146120-00001
OG0005116: F37B12.3 HCON_00194200-00001
OG0005117: F37C12.1 HCON_00074450-00001
OG0005118: F37C12.11 HCON_00020280-00001
OG0005119: F37C12.12 HCON_00071160-00001
OG0005120: F37C12.13a HCON_00094430-00001
OG0005121: F37C12.2 HCON_00071590-00001
OG0005122: F37C12.3 HCON_00071600-00001
OG0005123: F37C12.4 HCON_00192310-00001
OG0005124: F37C12.7 HCON_00083960-00001
OG0005125: F37C12.9 HCON_00071580-00001
OG0005126: F37C4.4a HCON_00114590-00001
OG0005127: F37C4.6a HCON_00112360-00001
OG0005128: F37D6.1 HCON_00023710-00001
OG0005129: F37D6.2c HCON_00028500-00001
OG0005130: F37D6.6 HCON_00024960-00001
OG0005131: F37E3.1 HCON_00022520-00001
OG0005132: F37E3.2 HCON_00079370-00001
OG0005133: F37E3.3 HCON_00132720-00001
OG0005134: F37F2.2 HCON_00022820-00001
OG0005135: F37H8.1 HCON_00047060-00001
OG0005137: F38A1.8 HCON_00043810-00001
OG0005138: F38A5.13 HCON_00129700-00001
OG0005139: F38A5.1a HCON_00114410-00001
OG0005141: F38A5.2a HCON_00114420-00001
OG0005142: F38A5.3a HCON_00101370-00001
OG0005143: F38A6.2a HCON_00143670-00001
OG0005144: F38A6.3b HCON_00143400-00001
OG0005145: F38A6.4 HCON_00135250-00001
OG0005146: F38B2.1e HCON_00165550-00001
OG0005147: F38B2.4a HCON_00167570-00001
OG0005148: F38B6.2 HCON_00188490-00001
OG0005149: F38B6.4 HCON_00111820-00001
OG0005150: F38B6.6 HCON_00018970-00001
OG0005151: F38B6.7 HCON_00188487-00001
OG0005152: F38B7.1a HCON_00156580-00002
OG0005153: F38B7.3 HCON_00160040-00001
OG0005154: F38E1.7 HCON_00125390-00002
OG0005155: F38E1.9 HCON_00169610-00001
OG0005156: F38E11.12 HCON_00107120-00001
OG0005157: F38E11.3 HCON_00118140-00001
OG0005158: F38E11.4 HCON_00118160-00001
OG0005159: F38E11.6b HCON_00097430-00001
OG0005160: F38E9.1 HCON_00103830-00001
OG0005161: F38E9.2 HCON_00103840-00001
OG0005163: F38E9.5 HCON_00103850-00001
OG0005164: F38G1.1 HCON_00065540-00001
OG0005165: F38G1.2 HCON_00045310-00001
OG0005166: F38H4.10 HCON_00111030-00001
OG0005167: F38H4.3 HCON_00102640-00001
OG0005168: F38H4.7 HCON_00106710-00001
OG0005169: F38H4.8b HCON_00147490-00001
OG0005170: F38H4.9 HCON_00111040-00001
OG0005171: F39B1.1 HCON_00189240-00001
OG0005172: F39B2.1 HCON_00025390-00001
OG0005173: F39B2.10 HCON_00019970-00001
OG0005174: F39B2.11 HCON_00019870-00001
OG0005175: F39B2.2 HCON_00025370-00001
OG0005176: F39B2.3 HCON_00025360-00001
OG0005177: F39B2.4b HCON_00003430-00001
OG0005178: F39B2.6 HCON_00019960-00001
OG0005179: F39B2.7 HCON_00003440-00001
OG0005180: F39B2.8 HCON_00019980-00001
OG0005181: F39B3.2 HCON_00164190-00001
OG0005182: F39B3.7 HCON_00018110-00001
OG0005183: F39C12.1 HCON_00188590-00001
OG0005184: F39C12.4 HCON_00146045-00001
OG0005185: F39D8.2a HCON_00069820-00001
OG0005186: F39D8.4 HCON_00184280-00001
OG0005187: F39G3.7 HCON_00145610-00001
OG0005188: F39G3.8 HCON_00145580-00001
OG0005189: F39H11.1 HCON_00024720-00001
OG0005190: F39H11.2b HCON_00001470-00001
OG0005191: F39H11.3 HCON_00085260-00001
OG0005192: F39H11.5 HCON_00191740-00002
OG0005193: F39H12.2 HCON_00187930-00001
OG0005194: F39H12.3 HCON_00187920-00001
OG0005195: F39H12.4 HCON_00187910-00001
OG0005196: F39H2.2a HCON_00032725-00001
OG0005197: F40A3.1 HCON_00084070-00001
OG0005198: F40A3.2 HCON_00071270-00001
OG0005199: F40A3.3c HCON_00071280-00001
OG0005200: F40A3.4 HCON_00068040-00001
OG0005201: F40A3.5 HCON_00065500-00001
OG0005202: F40A3.6 HCON_00084060-00001
OG0005203: F40B5.2a HCON_00191220-00001
OG0005205: F40E10.1 HCON_00046130-00001
OG0005206: F40E10.3 HCON_00184420-00001
OG0005207: F40E3.5 HCON_00075010-00001
OG0005208: F40F11.1 HCON_00123930-00001
OG0005209: F40F11.2 HCON_00123940-00001
OG0005210: F40F11.4 HCON_00102450-00001
OG0005211: F40F12.4 HCON_00003965-00001
OG0005212: F40F12.5a HCON_00080130-00001
OG0005213: F40F4.5 HCON_00046860-00001
OG0005214: F40F4.8 HCON_00165200-00001
OG0005215: F40F8.10 HCON_00035620-00001
OG0005216: F40F8.3 HCON_00161370-00001
OG0005217: F40F8.7 HCON_00037240-00001
OG0005218: F40F8.9 HCON_00035615-00001
OG0005219: F40F9.10 HCON_00133180-00001
OG0005220: F40F9.5 HCON_00133210-00001
OG0005221: F40F9.6a HCON_00133200-00001
OG0005222: F40F9.7a HCON_00163820-00001
OG0005223: F40F9.9 HCON_00194240-00001
OG0005225: F40G9.1 HCON_00090210-00001
OG0005226: F40G9.11 HCON_00090190-00002
OG0005227: F40G9.17 HCON_00090220-00001
OG0005228: F40G9.2 HCON_00090205-00001
OG0005229: F40G9.3 HCON_00090200-00001
OG0005231: F40H3.1a HCON_00064330-00001
OG0005232: F40H3.3 HCON_00062280-00001
OG0005233: F40H3.4b HCON_00039700-00001
OG0005234: F40H3.5 HCON_00064260-00001
OG0005235: F41A4.1 HCON_00103360-00001
OG0005236: F41C3.11 HCON_00056950-00001
OG0005237: F41C3.4 HCON_00037680-00001
OG0005238: F41C3.8b HCON_00053765-00001
OG0005239: F41C6.1 HCON_00181310-00001
OG0005240: F41D9.1 HCON_00191270-00001
OG0005241: F41D9.2b HCON_00191320-00001
OG0005242: F41D9.3e HCON_00191330-00001
OG0005243: F41D9.5 HCON_00165150-00001
OG0005244: F41E6.12 HCON_00152560-00001
OG0005245: F41E6.13a HCON_00152570-00002
OG0005246: F41E6.14 HCON_00057910-00001
OG0005247: F41E6.4a HCON_00152450-00001
OG0005248: F41E6.5b HCON_00152480-00001
OG0005249: F41E6.6 HCON_00152550-00001
OG0005250: F41E6.7 HCON_00152555-00001
OG0005251: F41E6.9 HCON_00152460-00001
OG0005252: F41E7.9 HCON_00164290-00002
OG0005254: F41F3.2 HCON_00136890-00001
OG0005255: F41G3.1 HCON_00037550-00001
OG0005256: F41G3.12 HCON_00037520-00001
OG0005257: F41G3.14 HCON_00094525-00001
OG0005258: F41G3.18 HCON_00037530-00001
OG0005260: F41G3.3 HCON_00037570-00001
OG0005261: F41G4.3c HCON_00168060-00001
OG0005262: F41H10.11 HCON_00111340-00001
OG0005263: F41H10.4 HCON_00111330-00001
OG0005264: F41H10.5 HCON_00111245-00001
OG0005265: F41H10.6c HCON_00111240-00001
OG0005266: F41H10.7 HCON_00100840-00001
OG0005267: F41H10.8 HCON_00113910-00001
OG0005268: F42A10.2b HCON_00072450-00001
OG0005269: F42A10.3 HCON_00068510-00001
OG0005270: F42A10.5 HCON_00093100-00001
OG0005271: F42A10.7 HCON_00083930-00001
OG0005272: F42A10.8 HCON_00133585-00001
OG0005273: F42A10.9 HCON_00093080-00001
OG0005274: F42A6.6a HCON_00113005-00001
OG0005275: F42A6.7d HCON_00113000-00001
OG0005276: F42A6.9 HCON_00110980-00001
OG0005277: F42A8.1 HCON_00038890-00001
OG0005278: F42A8.2 HCON_00038880-00001
OG0005279: F42A8.3 HCON_00038850-00001
OG0005280: F42A9.1a HCON_00119860-00001
OG0005281: F42A9.2 HCON_00118580-00001
OG0005282: F42A9.6b HCON_00120560-00001
OG0005283: F42C5.2 HCON_00113790-00001
OG0005285: F42C5.6 HCON_00025205-00001
OG0005286: F42C5.8a HCON_00028280-00001
OG0005287: F42C5.9 HCON_00107430-00001
OG0005288: F42D1.2 HCON_00104250-00001
OG0005289: F42F12.4 HCON_00036046-00001
OG0005291: F42G4.5a HCON_00061400-00001
OG0005292: F42G8.10 HCON_00099630-00001
OG0005293: F42G8.11 HCON_00099655-00001
OG0005294: F42G8.12 HCON_00099670-00002
OG0005295: F42G8.19 HCON_00099620-00001
OG0005296: F42G8.3a HCON_00099700-00001
OG0005297: F42G8.4a HCON_00099690-00001
OG0005298: F42G8.5 HCON_00099680-00001
OG0005299: F42G8.6 HCON_00099640-00001
OG0005301: F42G9.1a HCON_00092870-00001
OG0005302: F42G9.5a HCON_00194150-00002
OG0005303: F42G9.6b HCON_00092880-00002
OG0005304: F42G9.7 HCON_00074350-00001
OG0005305: F42G9.8 HCON_00071810-00001
OG0005306: F42G9.9b HCON_00071820-00001
OG0005307: F42H10.3a HCON_00070870-00001
OG0005308: F42H10.5a HCON_00071910-00001
OG0005309: F42H10.6 HCON_00070060-00001
OG0005310: F42H10.7b HCON_00070860-00001
OG0005312: F42H11.2 HCON_00006620-00001
OG0005313: F43B10.1d HCON_00169760-00002
OG0005314: F43B10.2a HCON_00167270-00001
OG0005315: F43C1.1 HCON_00072160-00001
OG0005316: F43C1.2b HCON_00091920-00001
OG0005317: F43C1.3 HCON_00091990-00001
OG0005318: F43C1.5 HCON_00091970-00001
OG0005319: F43C1.6 HCON_00091980-00001
OG0005320: F43C9.4a HCON_00121260-00001
OG0005321: F43D2.1 HCON_00158560-00001
OG0005323: F43D2.4a HCON_00153800-00001
OG0005324: F43D9.1 HCON_00092510-00001
OG0005325: F43D9.2 HCON_00073690-00001
OG0005326: F43D9.3a HCON_00075880-00001
OG0005327: F43D9.6 HCON_00070420-00001
OG0005328: F43E2.2 HCON_00046220-00001
OG0005329: F43E2.3b HCON_00061200-00001
OG0005330: F43E2.5 HCON_00061210-00001
OG0005331: F43E2.7a HCON_00046270-00001
OG0005332: F43G6.1 HCON_00150460-00001
OG0005333: F43G6.4 HCON_00040620-00001
OG0005334: F43G6.9 HCON_00061060-00001
OG0005335: F43G9.1 HCON_00033490-00001
